start_ip,end_ip,join_key,asn,domain,name,type,country
2a07:6c83:4000::,2a07:6c83:7fff:ffff:ffff:ffff:ffff:ffff,2a07:6c83:4000::,AS27176,datawagon.net,DataWagon LLC,hosting,US
2a0f:6707:4000::,2a0f:6707:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:6707:4000::,AS138968,itsidc.com,rainbow network limited,business,JP
2a00:6505::,2a00:6505:3fff:ffff:ffff:ffff:ffff:ffff,2a00:6505::,AS20723,avonet.cz,"AVONET, s.r.o.",isp,CZ
194.55.92.0,194.55.95.255,194.55.0.0,AS34718,tps.uz,"""IST TELEKOM"" LLC",isp,UZ
65.222.180.0,65.222.181.255,65.222.0.0,AS14652,costargroup.com,COSTAR GROUP,business,US
103.169.190.0,103.169.191.255,103.169.0.0,AS136432,bigfishtech.com.au,Bigfish Technology Pty Ltd,business,AU
2001:8d81:c000::,2001:8d81:ffff:ffff:ffff:ffff:ffff:ffff,2001:8d81:c000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a02:63::,2a02:63:3fff:ffff:ffff:ffff:ffff:ffff,2a02:63::,AS35492,funkfeuer.at,FunkFeuer Wien - Verein zur Foerderung freier Netze,hosting,AT
103.11.178.0,103.11.178.255,103.11.0.0,AS132066,npdc.govt.nz,New Plymouth District Council,business,NZ
2001:807b:c000::,2001:807b:ffff:ffff:ffff:ffff:ffff:ffff,2001:807b:c000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2603:2ae0:4000::,2603:2ae0:7fff:ffff:ffff:ffff:ffff:ffff,2603:2ae0:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a13:107::,2a13:107:3fff:ffff:ffff:ffff:ffff:ffff,2a13:107::,AS215510,ufdroht.net,ufdroht.net - Internet Service GmbH,business,AT
193.176.248.0,193.176.251.255,193.176.0.0,AS56932,,CHP Poddubny Sergey Valentynovich,isp,UA
185.221.217.0,185.221.217.255,185.221.0.0,AS22773,cox.com,Cox Communications Inc.,isp,US
2400:43f1:4000::,2400:43f1:7fff:ffff:ffff:ffff:ffff:ffff,2400:43f1:4000::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
2001:82b7:c000::,2001:82b7:ffff:ffff:ffff:ffff:ffff:ffff,2001:82b7:c000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
80.78.192.0,80.78.207.255,80.78.0.0,AS21143,tula.ru,Tula State University,education,RU
2a13:2180::,2a13:2180:0:ffff:ffff:ffff:ffff:ffff,2a13:2180::,AS204778,fr89.uk,Paul Nicholas Lewis,business,GB
240e:d38::,240e:d38:3fff:ffff:ffff:ffff:ffff:ffff,240e:d38::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
213.140.146.0,213.140.146.255,213.140.0.0,AS15544,dataways.gr,Dataways S.A.,hosting,GR
118.143.170.0,118.143.193.255,118.143.0.0,AS9304,hgc-intl.com,HGC Global Communications Limited,isp,HK
2a00:2028:4000::,2a00:2028:7fff:ffff:ffff:ffff:ffff:ffff,2a00:2028:4000::,AS5400,bt.com,British Telecommunications PLC,isp,GB
2a0e:fac7:c000::,2a0e:fac7:ffff:ffff:ffff:ffff:ffff:ffff,2a0e:fac7:c000::,AS398559,tunbroker.io,Tunbroker LLC,business,US
87.229.118.0,87.229.118.255,87.229.0.0,AS29278,deninet.hu,Deninet KFT,hosting,HU
2c0e:2815::,2c0e:2815:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2815::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2a07:cb84:4000::,2a07:cb84:7fff:ffff:ffff:ffff:ffff:ffff,2a07:cb84:4000::,AS28878,signet.nl,Signet B.V.,isp,NL
45.134.82.0,45.134.83.255,45.134.0.0,AS6134,xn.net,XNNET LLC,hosting,US
2603:f20f::,2603:f20f:3fff:ffff:ffff:ffff:ffff:ffff,2603:f20f::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
173.168.0.0,173.168.255.255,173.168.0.0,AS33363,charter.com,"Charter Communications, Inc",isp,US
45.85.89.0,45.85.89.255,45.85.0.0,AS268624,gamersclub.com.br,Gamers Club Ltda,hosting,BR
50.118.175.0,50.118.175.255,50.118.0.0,AS11404,wavebroadband.com,Wave Broadband,isp,US
2001:4918:c000::,2001:4918:ffff:ffff:ffff:ffff:ffff:ffff,2001:4918:c000::,AS7849,crocker.com,"CROCKER COMMUNICATIONS, INCORPORATED",isp,US
2804:814:4000::,2804:814:7fff:ffff:ffff:ffff:ffff:ffff,2804:814:4000::,AS262777,neolink.com.br,Neolink Telecomunicações LTDA,isp,BR
2003:187:4000::,2003:187:7fff:ffff:ffff:ffff:ffff:ffff,2003:187:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
216.110.7.0,216.110.8.255,216.110.0.0,AS3356,lumen.com,"Level 3 Parent, LLC",isp,US
2408:216:4000::,2408:216:7fff:ffff:ffff:ffff:ffff:ffff,2408:216:4000::,AS9595,ntt-me.co.jp,NTT-ME Corporation,business,JP
2a10:bb05:c000::,2a10:bb05:ffff:ffff:ffff:ffff:ffff:ffff,2a10:bb05:c000::,AS47864,v-net.nl,V-NET B.V.,business,NL
2003:a9b:8000::,2003:a9b:bfff:ffff:ffff:ffff:ffff:ffff,2003:a9b:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
81.88.108.0,81.88.111.255,81.88.0.0,AS31651,interxion.com,Interxion Belgium B.V.,business,BE
2a0a:f6c5:c000::,2a0a:f6c5:ffff:ffff:ffff:ffff:ffff:ffff,2a0a:f6c5:c000::,AS42218,ertelecom.ru,"JSC ""ER-Telecom Holding""",isp,RU
2003:ea6:c000::,2003:ea6:ffff:ffff:ffff:ffff:ffff:ffff,2003:ea6:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
240a:ef87:8000::,240a:ef87:bfff:ffff:ffff:ffff:ffff:ffff,240a:ef87:8000::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
2a0d:e5c3:4000::,2a0d:e5c3:7fff:ffff:ffff:ffff:ffff:ffff,2a0d:e5c3:4000::,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
2a05:b87:4000::,2a05:b87:7fff:ffff:ffff:ffff:ffff:ffff,2a05:b87:4000::,AS50867,hostkey.ru,HOSTKEY B.V.,hosting,NL
177.154.93.0,177.154.93.255,177.154.0.0,AS270952,pmsg.rj.gov.br,PREFEITURA MUNICIPAL DE SAO GONCALO,business,BR
59.150.84.0,59.150.93.255,59.150.0.0,AS140322,truenet.com,Truenetworks Ltd.,isp,KR
198.162.225.0,198.162.225.255,198.162.0.0,AS54957,parallaxfund.com,Parallax Volatility Advisers LLC,business,US
205.174.152.0,205.174.152.255,205.174.0.0,AS397250,leadercomm.net,Leader Communications LLC,business,US
2409:8d87:c000::,2409:8d87:ffff:ffff:ffff:ffff:ffff:ffff,2409:8d87:c000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
212.187.240.0,212.187.255.255,212.187.0.0,AS3356,lumen.com,"Level 3 Parent, LLC",isp,US
2a01:16b8:8000::,2a01:16b8:bfff:ffff:ffff:ffff:ffff:ffff,2a01:16b8:8000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2a0d:bcc0:8000::,2a0d:bcc0:bfff:ffff:ffff:ffff:ffff:ffff,2a0d:bcc0:8000::,AS60757,optinet.kz,Optinet LLP,isp,KZ
2a03:dc80:8000::,2a03:dc80:bfff:ffff:ffff:ffff:ffff:ffff,2a03:dc80:8000::,AS42697,netic.dk,Netic A/S,isp,DK
2a07:6fc3:8000::,2a07:6fc3:bfff:ffff:ffff:ffff:ffff:ffff,2a07:6fc3:8000::,AS34549,meerfarbig.net,meerfarbig GmbH & Co. KG,hosting,DE
207.210.105.0,207.210.105.255,207.210.0.0,AS3595,zcolo.com,zColo,hosting,US
45.156.160.0,45.156.160.255,45.156.0.0,AS57648,civey.com,Civey GmbH,business,DE
2a04:ac06::,2a04:ac06:3fff:ffff:ffff:ffff:ffff:ffff,2a04:ac06::,AS56534,comfortel.pro,Comfortel Ltd.,hosting,RU
193.132.0.0,193.132.115.255,193.132.0.0,AS702,verizonbusiness.com,Verizon Business,isp,US
174.136.96.0,174.136.111.255,174.136.0.0,AS25795,arpnetworks.com,"ARP NETWORKS, INC.",hosting,US
2003:722:4000::,2003:722:7fff:ffff:ffff:ffff:ffff:ffff,2003:722:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2001:b054:c000::,2001:b054:ffff:ffff:ffff:ffff:ffff:ffff,2001:b054:c000::,AS3462,hinet.net,Data Communication Business Group,isp,TW
2a0d:88c7:8000::,2a0d:88c7:bfff:ffff:ffff:ffff:ffff:ffff,2a0d:88c7:8000::,AS60721,bursabil.com.tr,Bursabil Teknoloji A.S.,hosting,TR
2a05:4685:8000::,2a05:4685:bfff:ffff:ffff:ffff:ffff:ffff,2a05:4685:8000::,AS57902,metrooptic.fr,Metro Optic SAS,business,FR
185.60.164.0,185.60.164.255,185.60.0.0,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
2a00:b160:8000::,2a00:b160:bfff:ffff:ffff:ffff:ffff:ffff,2a00:b160:8000::,AS47586,bisv.ru,Business Svyaz,isp,RU
2603:253d:c000::,2603:253d:ffff:ffff:ffff:ffff:ffff:ffff,2603:253d:c000::,AS33653,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a06:d447::,2a06:d447:3fff:ffff:ffff:ffff:ffff:ffff,2a06:d447::,AS57329,cdp-spa.it,Centro di Produzione Spa,business,IT
23.193.108.0,23.193.111.255,23.193.0.0,AS16625,akamai.com,"Akamai Technologies, Inc.",hosting,US
240c:c2e9:4000::,240c:c2e9:7fff:ffff:ffff:ffff:ffff:ffff,240c:c2e9:4000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
5.180.234.0,5.180.234.255,5.180.0.0,AS20473,constant.com,"The Constant Company, LLC",hosting,US
240c:cb2d::,240c:cb2d:3fff:ffff:ffff:ffff:ffff:ffff,240c:cb2d::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2603:ff04:4000::,2603:ff04:7fff:ffff:ffff:ffff:ffff:ffff,2603:ff04:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
223.242.48.0,223.242.255.255,223.242.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
58.13.0.0,58.13.255.255,58.13.0.0,AS17506,arteria-net.com,ARTERIA Networks Corporation,isp,JP
75.127.92.0,75.127.92.255,75.127.0.0,AS7226,unicaja.es,"Latisys-Denver, LLC",hosting,US
2a01:15b2:8000::,2a01:15b2:bfff:ffff:ffff:ffff:ffff:ffff,2a01:15b2:8000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2400:433d::,2400:433d:3fff:ffff:ffff:ffff:ffff:ffff,2400:433d::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
2a00:b8:4000::,2a00:b8:7fff:ffff:ffff:ffff:ffff:ffff,2a00:b8:4000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
113.197.128.0,113.197.255.255,113.197.0.0,AS2497,iij.ad.jp,Internet Initiative Japan Inc.,isp,JP
2a01:2834:4000::,2a01:2834:7fff:ffff:ffff:ffff:ffff:ffff,2a01:2834:4000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2a12:6c42:8000::,2a12:6c42:bfff:ffff:ffff:ffff:ffff:ffff,2a12:6c42:8000::,AS212165,kvmka.ru,Alex Group LLC,hosting,RU
2600:1663:4000::,2600:1663:7fff:ffff:ffff:ffff:ffff:ffff,2600:1663:4000::,AS40788,start.ca,Start Communications,isp,CA
142.82.26.0,142.82.26.255,142.82.0.0,AS852,telus.com,TELUS Communications Inc.,isp,CA
112.63.0.0,112.63.255.255,112.63.0.0,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2603:f042::,2603:f042:3fff:ffff:ffff:ffff:ffff:ffff,2603:f042::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2605:1900:4000::,2605:1900:7fff:ffff:ffff:ffff:ffff:ffff,2605:1900:4000::,AS12208,truvista.net,TruVista Communications,business,US
63.236.69.0,63.236.75.255,63.236.0.0,AS209,lumen.com,"CenturyLink Communications, LLC",isp,US
240c:4026:4000::,240c:4026:7fff:ffff:ffff:ffff:ffff:ffff,240c:4026:4000::,AS38365,baidu.com,"Beijing Baidu Netcom Science and Technology Co., Ltd.",education,CN
130.96.0.0,130.96.1.255,130.96.0.0,AS12229,sas.com,"SAS Institute, Inc.",business,US
2409:401f:4000::,2409:401f:7fff:ffff:ffff:ffff:ffff:ffff,2409:401f:4000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
102.130.100.0,102.130.100.255,102.130.0.0,AS328420,boz.zm,Bank of Zambia,business,ZM
2603:2728:8000::,2603:2728:bfff:ffff:ffff:ffff:ffff:ffff,2603:2728:8000::,AS33661,comcast.com,"Comcast Cable Communications, LLC",isp,US
2001:4ca7:8000::,2001:4ca7:bfff:ffff:ffff:ffff:ffff:ffff,2001:4ca7:8000::,AS12816,lrz.de,Leibniz-Rechenzentrum,hosting,DE
2a0a:f07::,2a0a:f07:3fff:ffff:ffff:ffff:ffff:ffff,2a0a:f07::,AS207822,unicont.com,"""NPK Morsvyazavtomatica"" LLC",business,RU
2804:8e14::,2804:8e14:3fff:ffff:ffff:ffff:ffff:ffff,2804:8e14::,AS273401,,UOLNET PROVEDORES DE INTERNET EIRELI,hosting,BR
2a13:7d86::,2a13:7d86:3fff:ffff:ffff:ffff:ffff:ffff,2a13:7d86::,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
2001:fd8:f428::,2001:fd8:f437:ffff:ffff:ffff:ffff:ffff,2001:fd8:c000::,AS132199,globe.com.ph,Globe Telecom Inc.,isp,PH
2804:3418:c000::,2804:3418:ffff:ffff:ffff:ffff:ffff:ffff,2804:3418:c000::,AS265435,redevisualnet.com.br,E.W de Aguiar Lima e Comercio EPP,business,BR
2003:1aed:c000::,2003:1aed:ffff:ffff:ffff:ffff:ffff:ffff,2003:1aed:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2a01:2029:8000::,2a01:2029:bfff:ffff:ffff:ffff:ffff:ffff,2a01:2029:8000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
205.173.24.0,205.173.24.255,205.173.0.0,AS23050,eatonvance.com,Eaton Vance Management,business,US
2409:8b12:4000::,2409:8b12:7fff:ffff:ffff:ffff:ffff:ffff,2409:8b12:4000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2001:b7c7:c000::,2001:b7c7:ffff:ffff:ffff:ffff:ffff:ffff,2001:b7c7:c000::,AS3462,hinet.net,Data Communication Business Group,isp,TW
77.78.128.0,77.78.129.255,77.78.0.0,AS39246,easytvnet.bg,Optical Structural Network Ltd.,isp,BG
2001:5375:c000::,2001:5375:ffff:ffff:ffff:ffff:ffff:ffff,2001:5375:c000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
154.219.145.0,154.219.145.255,154.219.0.0,AS134548,rtat.net,DXTL Tseung Kwan O Service,hosting,HK
2601:137:c000::,2601:137:ffff:ffff:ffff:ffff:ffff:ffff,2601:137:c000::,AS33665,comcast.com,"Comcast Cable Communications, LLC",isp,US
2001:b4f:8000::,2001:b4f:bfff:ffff:ffff:ffff:ffff:ffff,2001:b4f:8000::,AS16117,gavleenergi.se,Gavle Energi AB,isp,SE
2605:8200:4000::,2605:8200:7fff:ffff:ffff:ffff:ffff:ffff,2605:8200:4000::,AS19653,ctstelecom.com,CTS Communications Corp,isp,US
2a02:91a2::,2a02:91a2:3fff:ffff:ffff:ffff:ffff:ffff,2a02:91a2::,AS3352,movistar.es,TELEFONICA DE ESPANA S.A.U.,isp,ES
45.173.248.0,45.173.251.255,45.173.0.0,AS268839,feevale.br,Associacao Pro Ensino Superior em Novo Hamburgo,business,BR
2a05:8442::,2a05:8442:3fff:ffff:ffff:ffff:ffff:ffff,2a05:8442::,AS31708,coreix.net,Coreix Ltd,hosting,GB
209.222.253.0,209.222.255.255,209.222.0.0,AS46841,forked.net,"Fork Networking, LLC",hosting,US
8.225.193.0,8.225.193.255,8.225.0.0,AS46887,crowncastle.com,Crown Castle Fiber LLC,hosting,US
2605:6e00:c000::,2605:6e00:ffff:ffff:ffff:ffff:ffff:ffff,2605:6e00:c000::,AS40298,generalpacific.com,"General Pacific, Inc.",business,US
2400:43f5:4000::,2400:43f5:7fff:ffff:ffff:ffff:ffff:ffff,2400:43f5:4000::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
142.23.70.0,142.23.73.255,142.23.0.0,AS3633,gov.bc.ca,Province of British Columbia,isp,CA
2a0b:af00:8000::,2a0b:af00:bfff:ffff:ffff:ffff:ffff:ffff,2a0b:af00:8000::,AS56708,d2cloud.co.za,D2CLOUD NETWORK SERVICES (PTY) LTD,business,ZA
103.127.164.0,103.127.167.255,103.127.0.0,AS132770,gazonindia.com,Gazon Communications India Limited,isp,IN
2403:9800:8000::,2403:9800:b00f:ffff:ffff:ffff:ffff:ffff,2403:9800:8000::,AS4648,spark.co.nz,Global-Gateway Internet,isp,NZ
2804:3768:c000::,2804:3768:ffff:ffff:ffff:ffff:ffff:ffff,2804:3768:c000::,AS266410,provedorbelnet.com.br,BELNET EIRELLI,business,BR
67.152.0.0,67.152.6.255,67.152.0.0,AS2828,verizonbusiness.com,Verizon Business,isp,US
2603:efde:4000::,2603:efde:7fff:ffff:ffff:ffff:ffff:ffff,2603:efde:4000::,AS11492,cableone.net,"CABLE ONE, INC.",isp,US
2001:8475:8000::,2001:8475:bfff:ffff:ffff:ffff:ffff:ffff,2001:8475:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2603:fec9:4000::,2603:fec9:7fff:ffff:ffff:ffff:ffff:ffff,2603:fec9:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
193.105.95.0,193.105.95.255,193.105.0.0,AS63018,dedicated.com,Dedicated.com,hosting,US
2602:3ad:8000::,2602:3ad:bfff:ffff:ffff:ffff:ffff:ffff,2602:3ad:8000::,AS7018,att.com,"AT&T Services, Inc.",isp,US
216.225.32.0,216.225.63.255,216.225.0.0,AS398191,ctenterprises.org,Tri-Co Connections,business,US
37.153.156.0,37.153.156.255,37.153.0.0,AS39409,myrootpw.com,Sebastian-Wilhelm Graf,hosting,AT
185.235.72.0,185.235.74.255,185.235.0.0,AS204925,bashkortostan.ru,"Center for Information and Communication Technologies of the Republic of Bashkortostan, State Unitary Enterprise",business,RU
2a10:a485::,2a10:a485:3fff:ffff:ffff:ffff:ffff:ffff,2a10:a485::,AS6729,demenin.net,DEMENIN B.V.,business,NL
2003:18a3:8000::,2003:18a3:bfff:ffff:ffff:ffff:ffff:ffff,2003:18a3:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
64.200.32.0,64.200.39.255,64.200.0.0,AS22747,tulsaconnect.com,TulsaConnect,hosting,US
2603:2713::,2603:2713:3fff:ffff:ffff:ffff:ffff:ffff,2603:2713::,AS33661,comcast.com,"Comcast Cable Communications, LLC",isp,US
2001:8c0a::,2001:8c0a:3fff:ffff:ffff:ffff:ffff:ffff,2001:8c0a::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2800:2c34::,2800:2c34:3fff:ffff:ffff:ffff:ffff:ffff,2800:2c34::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
158.229.144.0,158.229.155.255,158.229.0.0,AS8103,fl.gov,Florida Department of Management Services - Division of Telecommunications,isp,US
207.136.213.0,207.136.213.255,207.136.0.0,AS13536,firstlight.net,First Light Fiber,isp,US
2003:1fff:4000::,2003:1fff:7fff:ffff:ffff:ffff:ffff:ffff,2003:1fff:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2601:8055:4000::,2601:8055:7fff:ffff:ffff:ffff:ffff:ffff,2601:8055:4000::,AS29866,opticaltel.com,OPTICALTEL,isp,US
2a02:1041:4000::,2a02:1041:7fff:ffff:ffff:ffff:ffff:ffff,2a02:1041:4000::,AS202283,rzf.de,Rechenzentrum der Finanzverwaltung NRW,isp,DE
38.146.55.0,38.146.55.255,38.146.0.0,AS64249,endoffice.com,Charles River Operation,hosting,US
2402:fa00:8000::,2402:fa00:bfff:ffff:ffff:ffff:ffff:ffff,2402:fa00:8000::,AS55359,fluccs.com.au,Fluccs Australia Australian Cloud Provider,hosting,AU
81.16.141.0,81.16.141.255,81.16.0.0,AS57271,bitweb.ru,BitWeb LLC,hosting,RU
2a01:5ae0:8000::,2a01:5ae0:bfff:ffff:ffff:ffff:ffff:ffff,2a01:5ae0:8000::,AS12703,lumison.net,Pulsant (Scotland) Ltd,hosting,GB
2603:f214:4000::,2603:f214:7fff:ffff:ffff:ffff:ffff:ffff,2603:f214:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2001:1d00:4000::,2001:1d00:7fff:ffff:ffff:ffff:ffff:ffff,2001:1d00:4000::,AS33915,vodafone.nl,Vodafone Libertel B.V.,isp,NL
103.162.26.0,103.162.26.255,103.162.0.0,AS9930,time.com.my,TTNET-MY,isp,MY
2a02:b076:c000::,2a02:b076:ffff:ffff:ffff:ffff:ffff:ffff,2a02:b076:c000::,AS1267,windtre.it,WIND TRE S.P.A.,isp,IT
103.174.145.0,103.174.145.255,103.174.0.0,AS147195,vaidiknetsol.com,VAIDIK NETSOL OPC PVT LTD,business,IN
2a01:1299:4000::,2a01:1299:7fff:ffff:ffff:ffff:ffff:ffff,2a01:1299:4000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2800:29d1:c000::,2800:29d1:ffff:ffff:ffff:ffff:ffff:ffff,2800:29d1:c000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
178.200.0.0,178.200.255.255,178.200.0.0,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2a10:e483:4000::,2a10:e483:7fff:ffff:ffff:ffff:ffff:ffff,2a10:e483:4000::,AS211569,energiedienst.de,Energiedienst Holding AG,business,CH
2a0e:9741::,2a0e:9741:3fff:ffff:ffff:ffff:ffff:ffff,2a0e:9741::,AS51920,vivacom.hu,VIVACOM Magyarorszag Kft,business,HU
2403:ecc0:4000::,2403:ecc0:7fff:ffff:ffff:ffff:ffff:ffff,2403:ecc0:4000::,AS58750,logicplus.com.au,Logic Plus,business,AU
2001:5305:8000::,2001:5305:bfff:ffff:ffff:ffff:ffff:ffff,2001:5305:8000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
240e:eeb::,240e:eeb:3fff:ffff:ffff:ffff:ffff:ffff,240e:eeb::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2408:42::,2408:42:3fff:ffff:ffff:ffff:ffff:ffff,2408:42::,AS9595,ntt-me.co.jp,NTT-ME Corporation,business,JP
2a06:5d04:c000::,2a06:5d04:ffff:ffff:ffff:ffff:ffff:ffff,2a06:5d04:c000::,AS47372,bringe.com,Bringe Informationstechnik GmbH,hosting,DE
118.164.0.0,118.164.255.255,118.164.0.0,AS3462,hinet.net,Data Communication Business Group,isp,TW
45.174.9.0,45.174.9.255,45.174.0.0,AS268844,panvel.com.br,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,business,BR
2003:1500::,2003:1500:3fff:ffff:ffff:ffff:ffff:ffff,2003:1500::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2800:2556:c000::,2800:2556:ffff:ffff:ffff:ffff:ffff:ffff,2800:2556:c000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
104.200.32.0,104.200.47.255,104.200.0.0,AS33548,getunwired.com,"Unwired Broadband, LLC",isp,US
156.227.248.0,156.227.251.255,156.227.0.0,AS5065,bunnycommunications.com,Bunny Communications,isp,US
117.83.40.0,117.83.51.255,117.83.0.0,AS140292,chinatelecom.cn,CHINATELECOM Jiangsu province Suzhou 5G network,isp,CN
194.62.249.0,194.62.251.255,194.62.0.0,AS46475,limestonenetworks.com,"Limestone Networks, Inc.",hosting,US
31.155.98.0,31.155.107.255,31.155.0.0,AS8386,vodafone.com.tr,Vodafone Net Iletisim Hizmetler AS,isp,TR
2a01:251f:8000::,2a01:251f:bfff:ffff:ffff:ffff:ffff:ffff,2a01:251f:8000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
8.253.77.0,8.253.77.255,8.253.0.0,AS202818,centurylink.com,LUMEN TECHNOLOGIES UK LIMITED,business,GB
45.223.225.0,45.223.226.255,45.223.0.0,AS19551,incapsula.com,Incapsula Inc,hosting,US
62.76.156.0,62.76.156.255,62.76.0.0,AS61382,ksinet.ru,Komisvyazinvest LLC,business,RU
240c:c87e:c000::,240c:c87e:ffff:ffff:ffff:ffff:ffff:ffff,240c:c87e:c000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2001:1bf7::,2001:1bf7:3fff:ffff:ffff:ffff:ffff:ffff,2001:1bf7::,AS2586,elisa.ee,Elisa Eesti AS,isp,EE
240a:c5fd::,240a:c5fd:3fff:ffff:ffff:ffff:ffff:ffff,240a:c5fd::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
192.107.110.0,192.107.110.255,192.107.0.0,AS5466,eir.ie,Eircom Limited,isp,IE
2a11:adc4::,2a11:adc4:3fff:ffff:ffff:ffff:ffff:ffff,2a11:adc4::,AS49655,inetworkx.net,iNet Ltd,business,SC
192.142.22.0,192.142.23.255,192.142.0.0,AS208949,,HBING LIMITED,hosting,GB
201.221.126.0,201.221.126.255,201.221.0.0,AS262247,popular.com.do,Banco Popular Dominicano,business,DO
2800:2649::,2800:2649:3fff:ffff:ffff:ffff:ffff:ffff,2800:2649::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
12.230.84.0,12.230.238.255,12.230.0.0,AS7018,att.com,"AT&T Services, Inc.",isp,US
45.54.90.0,45.54.90.255,45.54.0.0,AS36236,netactuate.com,"NetActuate, Inc",hosting,US
131.72.108.0,131.72.111.255,131.72.0.0,AS28343,unifique.com.br,UNIFIQUE TELECOMUNICACOES S/A,isp,BR
240a:c0d6:8000::,240a:c0d6:bfff:ffff:ffff:ffff:ffff:ffff,240a:c0d6:8000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
86.249.0.0,86.249.255.255,86.249.0.0,AS3215,orange.com,Orange S.A.,isp,FR
2a10:4006:4000::,2a10:4006:7fff:ffff:ffff:ffff:ffff:ffff,2a10:4006:4000::,AS28701,vertical.de,vertical IT-Service GmbH,business,DE
204.191.3.0,204.191.3.255,204.191.0.0,AS852,telus.com,TELUS Communications Inc.,isp,CA
240c:c066:c000::,240c:c066:ffff:ffff:ffff:ffff:ffff:ffff,240c:c066:c000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
240a:ef19::,240a:ef19:3fff:ffff:ffff:ffff:ffff:ffff,240a:ef19::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
2804:5480::,2804:5480:3fff:ffff:ffff:ffff:ffff:ffff,2804:5480::,AS268654,novafibra.net.br,MEGA FIBRA,business,BR
240a:cfbf:8000::,240a:cfbf:bfff:ffff:ffff:ffff:ffff:ffff,240a:cfbf:8000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2001:83dd::,2001:83dd:3fff:ffff:ffff:ffff:ffff:ffff,2001:83dd::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
