start_ip,end_ip,join_key,name,country,mcc,mnc
2a01:cb01:3023::,2a01:cb01:3024:ffff:ffff:ffff:ffff:ffff,2a01:cb01::,Orange,FR,208,01
45.27.224.0,45.27.224.255,45.27.0.0,AT&T,US,310,410
2806:2f0:1140::,2806:2f0:1141:ffff:ffff:ffff:ffff:ffff,2806:2f0::,Telcel,MX,334,020
114.176.45.0,114.176.46.255,114.176.0.0,NTT docomo,JP,440,10
2a01:cb09:e02e::,2a01:cb09:e02e:ffff:ffff:ffff:ffff:ffff,2a01:cb09:c000::,Orange,FR,208,01
2800:370:f8::,2800:370:f8:ffff:ffff:ffff:ffff:ffff,2800:370::,CNT Mobile,EC,740,02
211.135.210.0,211.135.210.255,211.135.0.0,NTT docomo,JP,440,10
67.87.57.0,67.87.57.255,67.87.0.0,T-Mobile,US,310,260
42.115.248.0,42.115.249.255,42.115.0.0,Viettel Mobile,VN,452,04
197.16.205.0,197.16.211.255,197.16.0.0,Ooredoo,TN,605,03
153.235.69.0,153.235.69.255,153.235.0.0,NTT docomo,JP,440,10
188.171.85.0,188.171.86.255,188.171.0.0,Movistar,ES,214,07
2001:1715:4e20::,2001:1715:4e20:ffff:ffff:ffff:ffff:ffff,2001:1715:4000::,Sunrise,CH,228,02
97.180.246.0,97.180.246.255,97.180.0.0,Verizon,US,310,012
102.9.153.0,102.9.154.255,102.9.0.0,Orange,EG,602,01
2607:fb90:6020::,2607:fb90:6020:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,260
2c0f:fc89:36::,2c0f:fc89:4b:ffff:ffff:ffff:ffff:ffff,2c0f:fc89::,Etisalat,EG,602,03
213.139.49.0,213.139.49.255,213.139.0.0,Orange,JO,416,77
2405:204:22ab::,2405:204:22ae:ffff:ffff:ffff:ffff:ffff,2405:204::,Jio,IN,405,840
67.117.110.0,67.117.111.255,67.117.0.0,AT&T,US,310,410
2001:b400:e20a::,2001:b400:e20b:ffff:ffff:ffff:ffff:ffff,2001:b400:c000::,Chunghwa,TW,466,92
2409:4073:213::,2409:4073:213:ffff:ffff:ffff:ffff:ffff,2409:4073::,Jio,IN,405,840
39.62.203.0,39.62.203.255,39.62.0.0,3G EVO / CharJi 4G,PK,410,02
2607:fb90:d445::,2607:fb90:d44a:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
2409:4060:210d::,2409:4060:210e:ffff:ffff:ffff:ffff:ffff,2409:4060::,Jio,IN,405,840
5.250.114.0,5.250.114.255,5.250.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
99.106.52.0,99.106.53.255,99.106.0.0,AT&T,US,310,410
240b:c010:450::,240b:c010:451:ffff:ffff:ffff:ffff:ffff,240b:c010::,Rakuten Mobile,JP,440,11
186.255.0.0,186.255.255.255,186.255.0.0,TIM,BR,724,02
60.88.112.0,60.88.127.255,60.88.0.0,SoftBank,JP,440,20
2401:d800:d9eb::,2401:d800:d9ed:ffff:ffff:ffff:ffff:ffff,2401:d800:c000::,Viettel Mobile,VN,452,04
102.89.0.0,102.89.1.255,102.89.0.0,MTN,NG,621,30
105.145.106.0,105.145.106.255,105.145.0.0,IAM,MA,604,01
2a02:8440:c109::,2a02:8440:c11a:ffff:ffff:ffff:ffff:ffff,2a02:8440:c000::,SFR,FR,208,09
2607:fb91:1009::,2607:fb91:1009:ffff:ffff:ffff:ffff:ffff,2607:fb91::,T-Mobile,US,310,260
222.146.100.0,222.146.100.255,222.146.0.0,NTT docomo,JP,440,10
2a00:23ee:15c8::,2a00:23ee:15c8:ffff:ffff:ffff:ffff:ffff,2a00:23ee::,BT,GB,234,00
106.128.56.0,106.128.63.255,106.128.0.0,au,JP,440,50
108.88.168.0,108.88.168.255,108.88.0.0,AT&T,US,310,410
2a04:cec0:1095::,2a04:cec0:1097:ffff:ffff:ffff:ffff:ffff,2a04:cec0::,Bouygues,FR,208,20
110.44.115.0,110.44.115.255,110.44.0.0,Namaste / NT Mobile / Sky Phone,NP,429,01
2402:800:3bed::,2402:800:3bed:ffff:ffff:ffff:ffff:ffff,2402:800::,Viettel Mobile,VN,452,04
42.1.99.0,42.1.101.255,42.1.0.0,MobiFone,VN,452,01
2600:380:b059::,2600:380:b05d:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,410
154.231.84.0,154.231.84.255,154.231.0.0,Airtel,UG,641,22
2001:44c8:42ef::,2001:44c8:42f0:ffff:ffff:ffff:ffff:ffff,2001:44c8:4000::,AIS,TH,520,03
95.168.105.0,95.168.105.255,95.168.0.0,A1 HR,HR,219,10
153.132.109.0,153.132.109.255,153.132.0.0,NTT docomo,JP,440,10
109.108.173.0,109.108.173.255,109.108.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
207.194.98.0,207.194.98.255,207.194.0.0,"Telus Mobility, Koodo Mobile, Public Mobile",CA,302,220
107.141.241.0,107.141.242.255,107.141.0.0,AT&T,US,310,410
5.108.154.0,5.108.154.255,5.108.0.0,Mobily,SA,420,03
2402:800:560e::,2402:800:560e:ffff:ffff:ffff:ffff:ffff,2402:800:4000::,Viettel Mobile,VN,452,04
42.114.151.0,42.114.151.255,42.114.0.0,Viettel Mobile,VN,452,04
240a:b:4824::,240a:b:4826:ffff:ffff:ffff:ffff:ffff,240a:b:4000::,NTT docomo,JP,440,10
63.196.54.0,63.196.54.255,63.196.0.0,AT&T,US,310,410
107.242.121.0,107.242.121.255,107.242.0.0,IT&E Wireless,US,310,032
2607:fb90:aa38::,2607:fb90:aa39:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,260
2600:381:100::,2600:381:180:ffff:ffff:ffff:ffff:ffff,2600:381::,AT&T,US,310,410
107.216.68.0,107.216.68.255,107.216.0.0,AT&T,US,310,410
76.192.15.0,76.192.15.255,76.192.0.0,AT&T,US,310,410
2402:b400:446c::,2402:b400:446c:ffff:ffff:ffff:ffff:ffff,2402:b400:4000::,Yes,MY,502,152
2401:4900:1b40::,2401:4900:1b41:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,IN,404,10
119.238.244.0,119.238.247.255,119.238.0.0,NTT docomo,JP,440,10
108.213.180.0,108.213.180.255,108.213.0.0,AT&T,US,310,410
94.59.122.0,94.59.123.255,94.59.0.0,Etisalat,AE,424,02
88.203.77.0,88.203.77.255,88.203.0.0,Melita,MT,278,77
89.198.240.0,89.198.255.255,89.198.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
46.99.1.0,46.99.1.255,46.99.0.0,Vala,XK,221,01
5.52.70.0,5.52.71.255,5.52.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
2607:fb90:3417::,2607:fb90:3422:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,260
2401:d800:dc85::,2401:d800:dc85:ffff:ffff:ffff:ffff:ffff,2401:d800:c000::,Viettel Mobile,VN,452,04
2804:389:a0e8::,2804:389:a0e8:ffff:ffff:ffff:ffff:ffff,2804:389:8000::,Claro,BR,724,05
2a00:1fa0:842b::,2a00:1fa0:842b:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:8000::,MTS,RU,250,01
106.211.128.0,106.211.128.255,106.211.0.0,Airtel,IN,404,02
2a00:1fa0:aad::,2a00:1fa0:aad:ffff:ffff:ffff:ffff:ffff,2a00:1fa0::,MTS,RU,250,01
2800:810:433::,2800:810:433:ffff:ffff:ffff:ffff:ffff,2800:810::,Movistar,AR,722,010
124.102.74.0,124.102.74.255,124.102.0.0,NTT docomo,JP,440,10
187.190.156.0,187.190.156.255,187.190.0.0,Telcel,MX,334,020
2804:389:f065::,2804:389:f065:ffff:ffff:ffff:ffff:ffff,2804:389:c000::,Claro,BR,724,05
197.6.120.0,197.6.120.255,197.6.0.0,Tunicell,TN,605,02
178.239.254.0,178.239.254.255,178.239.0.0,Movistar,ES,214,07
222.144.37.0,222.144.37.255,222.144.0.0,NTT docomo,JP,440,10
2401:d800:9745::,2401:d800:9746:ffff:ffff:ffff:ffff:ffff,2401:d800:8000::,Viettel Mobile,VN,452,04
154.145.43.0,154.145.57.255,154.145.0.0,IAM,MA,604,01
93.43.164.0,93.43.165.255,93.43.0.0,Fastweb,IT,222,47
184.148.144.0,184.148.146.255,184.148.0.0,Bell Mobility,CA,302,610
2607:fb90:fe2d::,2607:fb90:fe30:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
174.225.7.0,174.225.8.255,174.225.0.0,Verizon,US,310,012
2001:fb1:12c::,2001:fb1:12f:ffff:ffff:ffff:ffff:ffff,2001:fb1::,AIS,TH,520,03
37.214.83.0,37.214.83.255,37.214.0.0,A1,BY,257,01
102.7.248.0,102.7.249.255,102.7.0.0,Airtel,KE,639,03
154.108.163.0,154.108.164.255,154.108.0.0,Ooredoo,TN,605,03
37.30.42.0,37.30.42.255,37.30.0.0,T-Mobile,PL,260,02
47.8.84.0,47.8.85.255,47.8.0.0,Jio,IN,405,840
2804:2a4c:1003::,2804:2a4c:1003:ffff:ffff:ffff:ffff:ffff,2804:2a4c::,Vivo,BR,724,06
148.76.35.0,148.76.35.255,148.76.0.0,T-Mobile,US,310,260
2401:d800:2100::,2401:d800:2101:ffff:ffff:ffff:ffff:ffff,2401:d800::,Viettel Mobile,VN,452,04
189.203.1.0,189.203.1.255,189.203.0.0,AT&T / Unefon,MX,334,050
2a00:1fa2:44f3::,2a00:1fa2:44f9:ffff:ffff:ffff:ffff:ffff,2a00:1fa2:4000::,MTS,RU,250,01
2607:fb90:56ad::,2607:fb90:56b1:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,260
76.202.161.0,76.202.161.255,76.202.0.0,AT&T,US,310,410
99.111.121.0,99.111.121.255,99.111.0.0,AT&T,US,310,410
2402:800:6235::,2402:800:6235:ffff:ffff:ffff:ffff:ffff,2402:800:4000::,Vinaphone,VN,452,02
108.199.18.0,108.199.18.255,108.199.0.0,AT&T,US,310,410
2600:100f:b048::,2600:100f:b059:ffff:ffff:ffff:ffff:ffff,2600:100f:8000::,Verizon,US,310,012
2401:d800:940f::,2401:d800:940f:ffff:ffff:ffff:ffff:ffff,2401:d800:8000::,Viettel Mobile,VN,452,04
175.223.28.0,175.223.36.255,175.223.0.0,Olleh,KR,450,08
114.176.226.0,114.176.226.255,114.176.0.0,NTT docomo,JP,440,10
96.20.154.0,96.20.154.255,96.20.0.0,Videotron,CA,302,500
180.28.181.0,180.28.181.255,180.28.0.0,NTT docomo,JP,440,10
154.226.170.0,154.226.170.255,154.226.0.0,Airtel,UG,641,22
108.64.85.0,108.64.85.255,108.64.0.0,AT&T,US,310,410
184.145.70.0,184.145.70.255,184.145.0.0,Bell Mobility,CA,302,610
45.119.228.0,45.119.231.255,45.119.0.0,BSNL Mobile,IN,404,59
45.30.100.0,45.30.101.255,45.30.0.0,AT&T,US,310,410
103.100.4.0,103.100.4.255,103.100.0.0,Jio,IN,405,840
2402:9d80:346::,2402:9d80:350:ffff:ffff:ffff:ffff:ffff,2402:9d80::,MobiFone,VN,452,01
102.108.48.0,102.108.48.255,102.108.0.0,Ooredoo,TN,605,03
178.112.77.0,178.112.79.255,178.112.0.0,3,AT,232,05
103.144.170.0,103.144.170.255,103.144.0.0,3,ID,510,89
104.51.222.0,104.51.222.255,104.51.0.0,AT&T,US,310,410
68.199.43.0,68.199.43.255,68.199.0.0,T-Mobile,US,310,260
106.192.250.0,106.192.255.255,106.192.0.0,Airtel,IN,404,02
102.85.89.0,102.85.89.255,102.85.0.0,Airtel,UG,641,22
2409:4072:210::,2409:4072:211:ffff:ffff:ffff:ffff:ffff,2409:4072::,Jio,IN,405,840
69.149.47.0,69.149.47.255,69.149.0.0,AT&T,US,310,410
2607:fb91:14ae::,2607:fb91:14af:ffff:ffff:ffff:ffff:ffff,2607:fb91::,T-Mobile,US,310,260
153.154.107.0,153.154.107.255,153.154.0.0,NTT docomo,JP,440,10
24.185.104.0,24.185.104.255,24.185.0.0,T-Mobile,US,310,260
206.172.108.0,206.172.109.255,206.172.0.0,Bell Mobility,CA,302,610
2607:fb90:3390::,2607:fb90:3390:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,260
160.169.186.0,160.169.192.255,160.169.0.0,IAM,MA,604,01
104.187.103.0,104.187.103.255,104.187.0.0,AT&T,US,310,410
107.200.220.0,107.200.221.255,107.200.0.0,AT&T,US,310,410
2607:fb90:a84b::,2607:fb90:a84b:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,260
105.197.164.0,105.197.167.255,105.197.0.0,Vodafone,EG,602,02
186.24.181.0,186.24.181.255,186.24.0.0,Movistar,VE,734,04
2a01:599:a1e::,2a01:599:a1e:ffff:ffff:ffff:ffff:ffff,2a01:599::,Telekom,DE,262,01
174.219.0.0,174.219.29.255,174.219.0.0,Verizon,US,310,012
2607:fc20:b2d0::,2607:fc20:b2d1:ffff:ffff:ffff:ffff:ffff,2607:fc20:8000::,T-Mobile,US,310,260
75.26.53.0,75.26.55.255,75.26.0.0,AT&T,US,310,410
108.71.223.0,108.71.223.255,108.71.0.0,AT&T,US,310,410
160.171.66.0,160.171.97.255,160.171.0.0,IAM,MA,604,01
122.30.75.0,122.30.75.255,122.30.0.0,NTT docomo,JP,440,10
102.28.228.0,102.28.228.255,102.28.0.0,Tunicell,TN,605,02
2401:d800:5844::,2401:d800:5844:ffff:ffff:ffff:ffff:ffff,2401:d800:4000::,Viettel Mobile,VN,452,04
2409:4061:2e03::,2409:4061:2e04:ffff:ffff:ffff:ffff:ffff,2409:4061::,Jio,IN,405,840
75.211.48.0,75.211.48.255,75.211.0.0,Verizon,US,310,012
2600:1014:b022::,2600:1014:b024:ffff:ffff:ffff:ffff:ffff,2600:1014:8000::,Verizon,US,310,012
2a00:23c5:750b::,2a00:23c5:750b:ffff:ffff:ffff:ffff:ffff,2a00:23c5:4000::,BT,GB,234,00
2409:40e0:104a::,2409:40e0:104a:ffff:ffff:ffff:ffff:ffff,2409:40e0::,Jio,IN,405,840
2607:fb90:8e80::,2607:fb90:8e81:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,260
45.212.34.0,45.212.36.255,45.212.0.0,Airtel,ZM,645,01
108.198.10.0,108.198.10.255,108.198.0.0,AT&T,US,310,410
152.174.15.0,152.174.15.255,152.174.0.0,Movistar,CL,730,02
102.6.78.0,102.6.78.255,102.6.0.0,Airtel,KE,639,03
105.206.0.0,105.206.255.255,105.206.0.0,Etisalat,EG,602,03
2600:1700:b970::,2600:1700:b970:ffff:ffff:ffff:ffff:ffff,2600:1700:8000::,AT&T,US,310,090
2409:4053:2092::,2409:4053:2092:ffff:ffff:ffff:ffff:ffff,2409:4053::,Jio,IN,405,840
197.20.207.0,197.20.208.255,197.20.0.0,Ooredoo,TN,605,03
126.204.192.0,126.204.199.255,126.204.0.0,SoftBank,JP,440,20
177.59.0.0,177.59.12.255,177.59.0.0,Claro,BR,724,05
157.41.8.0,157.41.9.255,157.41.0.0,Jio,IN,405,840
142.114.220.0,142.114.223.255,142.114.0.0,Bell Mobility,CA,302,610
102.11.149.0,102.11.151.255,102.11.0.0,Orange,EG,602,01
105.232.116.0,105.232.116.255,105.232.0.0,MTC,NA,649,01
108.194.208.0,108.194.208.255,108.194.0.0,AT&T,US,310,410
2401:4900:41b8::,2401:4900:41b8:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,Airtel,IN,404,02
223.186.97.0,223.186.98.255,223.186.0.0,Airtel,IN,404,02
2607:fb90:7c2d::,2607:fb90:7c2d:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,260
197.241.120.0,197.241.120.255,197.241.0.0,Evatis,DJ,638,01
2a00:23ee:2150::,2a00:23ee:2150:ffff:ffff:ffff:ffff:ffff,2a00:23ee::,BT,GB,234,00
2a00:1fa2:c4c2::,2a00:1fa2:c4c2:ffff:ffff:ffff:ffff:ffff,2a00:1fa2:c000::,MTS,RU,250,01
124.84.214.0,124.84.214.255,124.84.0.0,NTT docomo,JP,440,10
220.104.116.0,220.104.116.255,220.104.0.0,NTT docomo,JP,440,10
176.18.215.0,176.18.219.255,176.18.0.0,Mobily,SA,420,03
240b:11:8ee2::,240b:11:8ee2:ffff:ffff:ffff:ffff:ffff,240b:11:8000::,au,JP,440,50
2607:fb90:2778::,2607:fb90:2778:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,260
2806:10be:9::,2806:10be:c:ffff:ffff:ffff:ffff:ffff,2806:10be::,Telcel,MX,334,020
107.84.0.0,107.84.255.255,107.84.0.0,AT&T,US,310,410
2600:1004:b16f::,2600:1004:b16f:ffff:ffff:ffff:ffff:ffff,2600:1004:8000::,Verizon,US,310,012
166.147.105.0,166.147.120.7,166.147.0.0,AT&T,US,310,410
108.198.50.0,108.198.50.255,108.198.0.0,AT&T,US,310,410
108.66.129.0,108.66.130.255,108.66.0.0,AT&T,US,310,410
196.87.249.0,196.87.249.255,196.87.0.0,IAM,MA,604,01
154.110.147.0,154.110.147.255,154.110.0.0,Ooredoo,TN,605,03
2604:3d09:2385::,2604:3d09:2385:ffff:ffff:ffff:ffff:ffff,2604:3d09::,Freedom Mobile,CA,302,490
126.157.34.0,126.157.35.255,126.157.0.0,SoftBank,JP,440,20
2a00:1fa1:e00::,2a00:1fa1:e00:ffff:ffff:ffff:ffff:ffff,2a00:1fa1::,MTS,RU,250,01
2600:1017:1113::,2600:1017:111d:ffff:ffff:ffff:ffff:ffff,2600:1017::,Verizon,US,310,012
2a00:f41:90d0::,2a00:f41:90d0:ffff:ffff:ffff:ffff:ffff,2a00:f41:8000::,Orange,PL,260,03
2607:fc20:ce2e::,2607:fc20:ce2f:ffff:ffff:ffff:ffff:ffff,2607:fc20:c000::,T-Mobile,US,310,260
2408:840c:1a1f::,2408:840c:1a1f:ffff:ffff:ffff:ffff:ffff,2408:840c::,China Unicom,CN,460,01
2001:16a2:c1ec::,2001:16a2:c1ef:ffff:ffff:ffff:ffff:ffff,2001:16a2:c000::,Al Jawal (STC),SA,420,01
2a00:1fa0:86a7::,2a00:1fa0:86a8:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:8000::,MTS,RU,250,01
206.172.223.0,206.172.223.255,206.172.0.0,Bell Mobility,CA,302,610
2a00:f41:880::,2a00:f41:880:ffff:ffff:ffff:ffff:ffff,2a00:f41::,Orange,PL,260,03
49.35.178.0,49.35.178.255,49.35.0.0,Jio,IN,405,840
197.106.0.0,197.106.255.255,197.106.0.0,Cell C,ZA,655,07
2607:fb90:794c::,2607:fb90:794c:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,260
31.143.0.0,31.143.6.255,31.143.0.0,Turkcell,TR,286,01
102.31.58.0,102.31.58.255,102.31.0.0,Tunicell,TN,605,02
2a00:1fa1:388::,2a00:1fa1:388:ffff:ffff:ffff:ffff:ffff,2a00:1fa1::,MTS,RU,250,01
104.53.157.0,104.53.158.255,104.53.0.0,AT&T,US,310,410
122.26.215.0,122.26.219.255,122.26.0.0,NTT docomo,JP,440,10
2405:204:1225::,2405:204:1226:ffff:ffff:ffff:ffff:ffff,2405:204::,Jio,IN,405,840
2607:fb90:aa10::,2607:fb90:aa10:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,260
196.97.55.0,196.97.61.255,196.97.0.0,Safaricom,KE,639,02
2409:4060:2099::,2409:4060:209b:ffff:ffff:ffff:ffff:ffff,2409:4060::,Jio,IN,405,840
58.91.237.0,58.91.237.255,58.91.0.0,NTT docomo,JP,440,10
2600:1011:b124::,2600:1011:b12f:ffff:ffff:ffff:ffff:ffff,2600:1011:8000::,Verizon,US,310,012
69.113.37.0,69.113.37.255,69.113.0.0,T-Mobile,US,310,260
102.145.47.0,102.145.48.255,102.145.0.0,Airtel,ZM,645,01
2a02:cb80:4017::,2a02:cb80:4017:ffff:ffff:ffff:ffff:ffff,2a02:cb80:4000::,Zain SA,SA,420,04
113.210.56.0,113.210.64.255,113.210.0.0,Maxis,MY,502,12
177.227.51.0,177.227.51.255,177.227.0.0,Telcel,MX,334,020
102.111.11.0,102.111.11.255,102.111.0.0,Ooredoo,TN,605,03
172.12.100.0,172.12.101.255,172.12.0.0,AT&T,US,310,410
173.2.29.0,173.2.29.255,173.2.0.0,T-Mobile,US,310,260
105.168.86.0,105.168.92.255,105.168.0.0,UNITEL,AO,631,02
2405:4802:6efc::,2405:4802:6efc:ffff:ffff:ffff:ffff:ffff,2405:4802:4000::,MobiFone,VN,452,01
2401:4900:5215::,2401:4900:5216:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,Airtel,IN,404,10
2401:d800:fb8d::,2401:d800:fb8f:ffff:ffff:ffff:ffff:ffff,2401:d800:c000::,Viettel Mobile,VN,452,04
2607:fb90:e862::,2607:fb90:e862:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
102.166.17.0,102.166.22.255,102.166.0.0,Telkom,KE,639,07
75.159.44.0,75.159.55.255,75.159.0.0,"Telus Mobility, Koodo Mobile, Public Mobile",CA,302,220
79.133.184.0,79.133.191.255,79.133.0.0,Altel,KZ,401,07
191.119.45.0,191.119.45.255,191.119.0.0,CLARO CL,CL,730,03
36.37.201.0,36.37.201.255,36.37.0.0,Metfone,KH,456,08
2600:380:7b48::,2600:380:7b48:ffff:ffff:ffff:ffff:ffff,2600:380:4000::,AT&T,US,310,410
2409:4072:68b::,2409:4072:68f:ffff:ffff:ffff:ffff:ffff,2409:4072::,Jio,IN,405,840
106.158.37.0,106.158.37.255,106.158.0.0,au,JP,440,50
206.116.168.0,206.116.169.255,206.116.0.0,"Telus Mobility, Koodo Mobile, Public Mobile",CA,302,220
102.111.214.0,102.111.214.255,102.111.0.0,Ooredoo,TN,605,03
187.210.189.0,187.210.189.255,187.210.0.0,Telcel,MX,334,020
2607:fb90:7220::,2607:fb90:722e:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,260
49.226.0.0,49.226.255.255,49.226.0.0,Vodafone,NZ,530,01
174.92.92.0,174.92.95.255,174.92.0.0,Bell Mobility,CA,302,610
37.238.58.0,37.238.58.255,37.238.0.0,Asia Cell,IQ,418,05
2607:fb90:7947::,2607:fb90:794a:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,260
180.23.193.0,180.23.193.255,180.23.0.0,NTT docomo,JP,440,10
86.184.170.0,86.184.170.255,86.184.0.0,BT,GB,234,00
153.231.155.0,153.231.156.255,153.231.0.0,NTT docomo,JP,440,10
102.111.68.0,102.111.68.255,102.111.0.0,Ooredoo,TN,605,03
2600:380:a298::,2600:380:a298:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,410
102.111.79.0,102.111.79.255,102.111.0.0,Ooredoo,TN,605,03
2405:204:a60c::,2405:204:a60c:ffff:ffff:ffff:ffff:ffff,2405:204:8000::,Jio,IN,405,840
42.106.69.0,42.106.71.255,42.106.0.0,Vi India,IN,404,22
118.9.166.0,118.9.166.255,118.9.0.0,NTT docomo,JP,440,10
132.184.0.0,132.184.0.255,132.184.0.0,Entel,PE,716,17
188.236.43.0,188.236.59.255,188.236.0.0,zain KW,KW,419,02
2409:4043:2507::,2409:4043:2508:ffff:ffff:ffff:ffff:ffff,2409:4043::,Jio,IN,405,840
102.7.116.0,102.7.117.255,102.7.0.0,Airtel,KE,639,03
153.173.193.0,153.173.193.255,153.173.0.0,NTT docomo,JP,440,10
14.231.50.0,14.231.50.255,14.231.0.0,Vinaphone,VN,452,02
190.150.219.0,190.150.219.255,190.150.0.0,Tigo,SV,706,03
2607:fb90:eaa4::,2607:fb90:eaa5:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
75.216.219.0,75.216.219.255,75.216.0.0,Verizon,US,310,012
102.147.15.0,102.147.21.255,102.147.0.0,Airtel,ZM,645,01
2402:3a80:1e6c::,2402:3a80:1e6c:ffff:ffff:ffff:ffff:ffff,2402:3a80::,Vi India,IN,404,22
102.75.160.0,102.75.160.255,102.75.0.0,IAM,MA,604,01
2a00:f41:2cbe::,2a00:f41:2cbe:ffff:ffff:ffff:ffff:ffff,2a00:f41::,Orange,PL,260,03
2409:4042:2711::,2409:4042:2711:ffff:ffff:ffff:ffff:ffff,2409:4042::,Jio,IN,405,840
2401:d800:4f4::,2401:d800:4f6:ffff:ffff:ffff:ffff:ffff,2401:d800::,Viettel Mobile,VN,452,04
2001:16a2:c0c9::,2001:16a2:c0c9:ffff:ffff:ffff:ffff:ffff,2001:16a2:c000::,Al Jawal (STC),SA,420,01
2409:4070:219f::,2409:4070:219f:ffff:ffff:ffff:ffff:ffff,2409:4070::,Jio,IN,405,840
197.21.6.0,197.21.8.255,197.21.0.0,Ooredoo,TN,605,03
2401:d800:fe40::,2401:d800:fe41:ffff:ffff:ffff:ffff:ffff,2401:d800:c000::,Viettel Mobile,VN,452,04
99.46.8.0,99.46.8.255,99.46.0.0,AT&T,US,310,410
114.187.222.0,114.187.223.255,114.187.0.0,NTT docomo,JP,440,10
114.190.163.0,114.190.163.255,114.190.0.0,NTT docomo,JP,440,10
70.24.204.0,70.24.207.255,70.24.0.0,Bell Mobility,CA,302,610
37.239.49.0,37.239.49.255,37.239.0.0,Asia Cell,IQ,418,05
196.233.107.0,196.233.136.255,196.233.0.0,Orange,TN,605,01
2409:40d2:5c::,2409:40d2:5e:ffff:ffff:ffff:ffff:ffff,2409:40d2::,Jio,IN,405,840
197.213.0.0,197.213.7.255,197.213.0.0,Airtel,ZM,645,01
197.179.185.0,197.179.214.255,197.179.0.0,Safaricom,KE,639,02
2402:800:6233::,2402:800:6234:ffff:ffff:ffff:ffff:ffff,2402:800:4000::,Viettel Mobile,VN,452,04
2402:8100:2517::,2402:8100:2517:ffff:ffff:ffff:ffff:ffff,2402:8100::,Vi India,IN,404,01
2401:4900:34f8::,2401:4900:34fb:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,IN,404,10
2401:4900:261f::,2401:4900:2622:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,IN,404,02
99.137.84.0,99.137.84.255,99.137.0.0,AT&T,US,310,410
220.97.42.0,220.97.42.255,220.97.0.0,NTT docomo,JP,440,10
99.100.99.0,99.100.99.255,99.100.0.0,AT&T,US,310,410
2a00:23c4:d413::,2a00:23c4:d413:ffff:ffff:ffff:ffff:ffff,2a00:23c4:c000::,BT,GB,234,00
93.33.77.0,93.33.81.255,93.33.0.0,Fastweb,IT,222,47
5.108.42.0,5.108.46.255,5.108.0.0,Mobily,SA,420,03
82.180.231.0,82.180.233.255,82.180.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
77.234.44.0,77.234.44.255,77.234.0.0,Claro,PE,716,10
223.217.10.0,223.217.11.255,223.217.0.0,NTT docomo,JP,440,10
2a00:1fa0:8650::,2a00:1fa0:8650:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:8000::,MTS,RU,250,01
2a02:3035:c17::,2a02:3035:c17:ffff:ffff:ffff:ffff:ffff,2a02:3035::,O2,DE,262,03
2607:fb91:22c4::,2607:fb91:22c4:ffff:ffff:ffff:ffff:ffff,2607:fb91::,T-Mobile,US,310,260
2409:4042:2417::,2409:4042:241a:ffff:ffff:ffff:ffff:ffff,2409:4042::,Jio,IN,405,840
37.17.148.0,37.17.148.255,37.17.0.0,Korek,IQ,418,40
188.33.232.0,188.33.234.255,188.33.0.0,Play,PL,260,06
106.219.0.0,106.219.3.255,106.219.0.0,Airtel,IN,404,02
